"name"	"attr"	"type"
"Moelle"	"FaithoftheSeven"	"religion"
"Mole'sTownmadam"	"BreakerofChains"	"firstseen"
"Mole'sTownmadam"	"Uncertain"	"status"
"Mole'sTownmadam"	"Northmen"	"culture"
"Morgan(TwoSwords)"	"TwoSwords"	"appearedin"
"Morgan(TwoSwords)"	"Alive"	"status"
"Morgan(TwoSwords)"	"HouseLannister"	"allegiance"
"Morgan'sfriend"	"TwoSwords"	"appearedin"
"Morgan'sfriend"	"Alive"	"status"
"Morgan'sfriend"	"HouseLannister"	"allegiance"
"Moro'sbloodrider1"	"TheRedWoman"	"firstseen"
"Moro'sbloodrider1"	"BookoftheStranger"	"lastseen"
"Moro'sbloodrider1"	"Dead"	"status"
"Moro'sbloodrider1"	"DaenerysTargaryen"	"death"
"Moro'sbloodrider1"	"DothrakiSea"	"origin"
"Moro'sbloodrider1"	"Moro"	"allegiance"
"Moro'sbloodrider1"	"Dothraki"	"culture"
"Moro'sbloodrider1"	"GreatStallion"	"religion"
"Moro'sbloodrider2"	"TheRedWoman"	"firstseen"
"Moro'sbloodrider2"	"BookoftheStranger"	"lastseen"
"Moro'sbloodrider2"	"Bloodrider"	"titles"
"Moro'sbloodrider2"	"Dead"	"status"
"Moro'sbloodrider2"	"DaenerysTargaryen"	"death"
"Moro'sbloodrider2"	"DothrakiSea"	"origin"
"Moro'sbloodrider2"	"Moro"	"allegiance"
"Moro'sbloodrider2"	"Dothraki"	"culture"
"Moro'sbloodrider2"	"GreatStallion"	"religion"
"Moro'swife1"	"TheRedWoman"	"appearedin"
"Moro'swife1"	"Khaleesi"	"titles"
"Moro'swife1"	"Alive"	"status"
"Moro'swife1"	"DothrakiSea"	"origin"
"Moro'swife1"	"Moro"	"allegiance"
"Moro'swife1"	"Dothraki"	"culture"
"Moro'swife1"	"GreatStallion"	"religion"
"Moro'swife1"	"Moro"	"spouse"
"Moro'swife2"	"TheRedWoman"	"firstseen"
"Moro'swife2"	"Khaleesi"	"titles"
"Moro'swife2"	"Alive"	"status"
"Moro'swife2"	"DothrakiSea"	"origin"
"Moro'swife2"	"Moro"	"allegiance"
"Moro'swife2"	"Dothraki"	"culture"
"Moro'swife2"	"GreatStallion"	"religion"
"Moro'swife2"	"Moro"	"spouse"
"Mully"	"TheMountainandtheViper"	"appearedin"
"Mully"	"Dead"	"status"
"Mully"	"Wildlings"	"death"
"Mully"	"Night'sWatch"	"allegiance"
"Mummer(MargaeryTyrell)"	"TheDoor"	"firstseen"
"Mummer(MargaeryTyrell)"	"Alive"	"status"
"Mummer(MargaeryTyrell)"	"Braavos"	"origin"
"Mummer(MargaeryTyrell)"	"Braavos"	"culture"
"Mummer1"	"TheDoor"	"firstseen"
"Mummer1"	"Alive"	"status"
"Mummer1"	"Braavos"	"origin"
"Mummer1"	"Izembaro'stroupe"	"allegiance"
"Mummer1"	"Braavos"	"culture"
"Mummer2"	"TheDoor"	"firstseen"
"Mummer2"	"Alive"	"status"
"Mummer2"	"Braavos"	"origin"
"Mummer2"	"Izembaro"	"allegiance"
"Mummer2"	"Braavos"	"culture"
"Mummer3"	"TheDoor"	"firstseen"
"Mummer3"	"Alive"	"status"
"Mummer3"	"Braavos"	"origin"
"Mummer3"	"Izembaro'stroupe"	"allegiance"
"Mummer3"	"Braavos"	"culture"
"Musician1(TheDoor)"	"TheDoor"	"firstseen"
"Musician1(TheDoor)"	"Alive"	"status"
"Musician1(TheDoor)"	"Braavos"	"origin"
"Musician1(TheDoor)"	"Izembaro'stroupe"	"allegiance"
"Musician1(TheDoor)"	"Braavos"	"culture"
"Musician1(TheLionandtheRose)"	"TheLionandtheRose"	"appearedin"
"Musician1(TheLionandtheRose)"	"Alive"	"status"
"Musician1(TheLionandtheRose)"	"Forhire"	"allegiance"
"Musician2(TheDoor)"	"TheDoor"	"firstseen"
"Musician2(TheDoor)"	"Alive"	"status"
"Musician2(TheDoor)"	"Braavos"	"origin"
"Musician2(TheDoor)"	"Izembaro'stroupe"	"allegiance"
"Musician2(TheDoor)"	"Braavos"	"culture"
"Musician3(TheDoor)"	"TheDoor"	"firstseen"
"Musician3(TheDoor)"	"Alive"	"status"
"Musician3(TheDoor)"	"Braavos"	"origin"
"Musician3(TheDoor)"	"Izembaro'stroupe"	"allegiance"
"Musician3(TheDoor)"	"Braavos"	"culture"
"Musician3(TheLionandtheRose)"	"TheLionandtheRose"	"appearedin"
"Musician3(TheLionandtheRose)"	"Alive"	"status"
"Musician3(TheLionandtheRose)"	"Forhire"	"allegiance"
"Musician4(TheDoor)"	"TheDoor"	"firstseen"
"Musician4(TheDoor)"	"Alive"	"status"
"Musician4(TheDoor)"	"Braavos"	"origin"
"Musician4(TheDoor)"	"Izembaro'stroupe"	"allegiance"
"Musician4(TheDoor)"	"Braavos"	"culture"
"Musician5(TheDoor)"	"TheDoor"	"firstseen"
"Musician5(TheDoor)"	"Alive"	"status"
"Musician5(TheDoor)"	"Braavos"	"origin"
"Musician5(TheDoor)"	"Izembaro'stroupe"	"allegiance"
"Musician5(TheDoor)"	"Braavos"	"culture"
"Mycah"	"TheKingsroad"	"appearedin"
"Mycah"	"TheChildren"	"mentionedin"
"Mycah"	"Dead"	"status"
"Mycah"	"SandorClegane"	"death"
"Mycah"	"Northmen"	"culture"
"Night'sWatcharcher"	"TheWatchersontheWall"	"appearedin"
"Night'sWatcharcher"	"Uncertain"	"status"
"Night'sWatcharcher"	"Night'sWatch"	"allegiance"
"Night'sWatchman(BreakerofChains)"	"BreakerofChains"	"appearedin"
"Night'sWatchman(BreakerofChains)"	"Alive"	"status"
"Night'sWatchman(BreakerofChains)"	"Night'sWatch"	"allegiance"
"Night'sWatchman2"	"TheRedWoman"	"firstseen"
"Night'sWatchman2"	"Alive"	"status"
"Night'sWatchman2"	"Night'sWatch"	"allegiance"
"Night'sWatchman(Baelor)"	"Baelor"	"appearedin"
"Night'sWatchman(Baelor)"	"Alive"	"status"
"Night'sWatchman(Baelor)"	"Night'sWatch"	"allegiance"
"NorthernLord"	"TheNorthRemembers"	"appearedin"
"NorthernLord"	"Alive"	"status"
"NorthernLord"	"HouseStark"	"allegiance"
"NorthernLord"	"Northmen"	"culture"
"Norvoshipitfighter"	"The"	"appearedin"
"Norvoshipitfighter"	"Dead"	"status"
"Norvoshipitfighter"	"GreatGames"	"death"
"Oldman"	"Dead"	"status"
"Oldman"	"Ygritte"	"death"
"Oldman"	"TheGift"	"origin"
"Oldman"	"TheNight’sWatch"	"allegiance"
"Oldman"	"Northmen"	"culture"
"Oldwoman"	"Dead"	"status"
"Oldwoman"	"RamsayBolton"	"death"
"Oldwoman"	"HouseStark"	"allegiance"
"Oldwoman"	"Northmen"	"culture"
"Oldwomanprisoner"	"GardenofBones"	"appearedin"
"Oldwomanprisoner"	"Uncertain"	"status"
"Olly'smother"	"BreakerofChains"	"appearedin"
"Olly'smother"	"Dead"	"status"
"Olly'smother"	"Styr"	"death"
"Olly'smother"	"TheGift"	"origin"
"Olly'smother"	"Northmen"	"culture"
"Olly'smother"	"Guymon"	"spouse"
"Olly'smother"	"Olly"	"children"
"Orphankid"	"ValarDohaeris"	"appearedin"
"Orphankid"	"Alive"	"status"
"Orphankid"	"King'sLanding"	"origin"
"OznakzoPahl"	"BreakerofChains"	"appearedin"
"OznakzoPahl"	"Dead"	"status"
"OznakzoPahl"	"DaarioNaharis"	"death"
"OznakzoPahl"	"Meereen"	"origin"
"OznakzoPahl"	"HouseofPahl"	"allegiance"
"OznakzoPahl"	"Meereen"	"culture"
"Pentoshiservant"	"Alive"	"status"
"Pentoshiservant"	"Pentos"	"origin"
"Pentoshiservant"	"IllyrioMopatis"	"allegiance"
"Pentoshiservant"	"Pentos"	"culture"
"VayonPoole"	"ThePointyEnd"	"appearedin"
"VayonPoole"	"TheKingsroad"	"mentionedin"
"VayonPoole"	"Steward"	"titles"
"VayonPoole"	"Dead"	"status"
"VayonPoole"	"HouseLannister"	"death"
"VayonPoole"	"HousePoole"	"allegiance"
"VayonPoole"	"Northmen"	"culture"
"VayonPoole"	"TheOld"	"religion"
"VayonPoole"	"JeynePoole"	"children"
"Portan"	"TheNorthRemembers"	"appearedin"
"Portan"	"Alive"	"status"
"Portan"	"HouseStark"	"allegiance"
"Portan"	"Northmen"	"culture"
"Protestor"	"The"	"appearedin"
"Protestor"	"Alive"	"status"
"Qartheenwoman"	"The"	"appearedin"
"Qartheenwoman"	"Alive"	"status"
"Qartheenwoman"	"Qarth"	"origin"
"Qartheenwoman"	"Qarth"	"culture"
"Qorro"	"BookoftheStranger"	"appearedin"
"Qorro"	"Khal"	"titles"
"Qorro"	"Dead"	"status"
"Qorro"	"DaenerysTargaryen"	"death"
"Qorro"	"DothrakiSea"	"origin"
"Qorro"	"Himself"	"allegiance"
"Qorro"	"Dothraki"	"culture"
"Qorro"	"GreatStallion"	"religion"
"Ray"	"TheBrokenMan"	"appearedin"
"Ray"	"NoOne"	"mentionedin"
"Ray"	"Septon"	"titles"
"Ray"	"Dead"	"status"
"Ray"	"BrotherhoodWithoutBanners"	"death"
"Ray"	"HisCongregation"	"allegiance"
"RedPriestess(HighSparrow)"	"Alive"	"status"
"RedPriestess(HighSparrow)"	"YiTi"	"origin"
"RedPriestess(HighSparrow)"	"Volantis"	"culture"
"RedPriestess(HighSparrow)"	"R'hllor"	"religion"
"Rennick"	"GardenofBones"	"appearedin"
"Rennick"	"Dead"	"status"
"Rennick"	"GreyWind"	"death"
"Rennick"	"HouseLannister"	"allegiance"
"Rhogar"	"TheSwordintheDarkness"	"firstseen"
"Rhogar"	"Uncertain"	"status"
"Rhogar"	"LostLegion"	"allegiance"
"Riddell"	"NoOne"	"appearedin"
"Riddell"	"Dead"	"status"
"Riddell"	"SandorClegane"	"death"
"Riddell"	"BrotherhoodWithoutBanners"	"allegiance"
"RygerRivers"	"Baelor"	"appearedin"
"RygerRivers"	"Alive"	"status"
"RygerRivers"	"TheTwins"	"origin"
"RygerRivers"	"HouseFrey"	"allegiance"
"RygerRivers"	"Andal"	"culture"
"RygerRivers"	"WalderFrey"	"father"
"RygerRivers"	"WalderRivers"	"siblings"
"Ros'sdissatisfiedcustomer"	"TheNightLands"	"appearedin"
"Ros'sdissatisfiedcustomer"	"Alive"	"status"
"JaremyRykker"	"YouWinorYouDie"	"appearedin"
"JaremyRykker"	"Ranger"	"titles"
"JaremyRykker"	"Uncertain"	"status"
"JaremyRykker"	"DunFort"	"origin"
"JaremyRykker"	"HouseTargaryen"	"allegiance"
"Sally"	"BreakerofChains"	"appearedin"
"Sally"	"Alive"	"status"
"Sally"	"FaithoftheSeven"	"religion"
"EldrickSarsfield"	"Mhysa"	"appearedin"
"EldrickSarsfield"	"Knighthood"	"titles"
"EldrickSarsfield"	"Alive"	"status"
"EldrickSarsfield"	"Sarsfield"	"origin"
"EldrickSarsfield"	"HouseSarsfield"	"allegiance"
"Scolera"	"Uncertain"	"status"
"Scolera"	"FaithoftheSeven"	"allegiance"
"Scolera"	"FaithoftheSeven"	"religion"
"SecondSon"	"Dead"	"status"
"SecondSon"	"SonsoftheHarpy"	"death"
"SecondSon"	"Meereen"	"origin"
"SecondSon"	"HouseTargaryen"	"allegiance"
"Sellsword(HighSparrow)"	"Alive"	"status"
"Sellsword(HighSparrow)"	"Essos"	"origin"
"Septon"	"Septon"	"titles"
"Septon"	"Alive"	"status"
"Septon"	"FaithoftheSeven"	"allegiance"
"Septon"	"FaithoftheSeven"	"religion"
"Septon(ValarMorghulis)"	"ValarMorghulis"	"appearedin"
"Septon(ValarMorghulis)"	"Alive"	"status"
"Septon(ValarMorghulis)"	"FaithoftheSeven"	"allegiance"
"Septon(ValarMorghulis)"	"FaithoftheSeven"	"religion"
"Simpson"	"Mother'sMercy"	"appearedin"
"Simpson"	"Dead"	"status"
"Simpson"	"StannisBaratheon"	"death"
"Simpson"	"HouseBolton"	"allegiance"
"Simpson"	"Northmen"	"culture"
"SingingLannistersoldier"	"Uncertain"	"status"
"SingingLannistersoldier"	"HouseLannister"	"allegiance"
"Sissy"	"Oathkeeper"	"firstseen"
"Sissy"	"Alive"	"status"
"Sissy"	"Craster'sKeep"	"origin"
"Sissy"	"Craster"	"allegiance"
"Sissy"	"FreeFolk"	"culture"
"Sissy"	"WhiteWalkers"	"religion"
"Sissy"	"Craster"	"father"
"Sissy"	"Craster"	"spouse"
"Sissy"	"Craster'swives"	"siblings"
"Slave(BreakerofChains)"	"BreakerofChains"	"firstseen"
"Slave(BreakerofChains)"	"Alive"	"status"
"Slave(BreakerofChains)"	"Meereen"	"origin"
"Slave(BreakerofChains)"	"Meereen"	"culture"
"Slave(BreakerofChains)"	"Ghiscarireligion"	"religion"
"Slaver(Unbowed,Unbent,Unbroken)"	"Unbowed,Unbent,Unbroken"	"appearedin"
"Slaver(Unbowed,Unbent,Unbroken)"	"Alive"	"status"
"Slaver(Unbowed,Unbent,Unbroken)"	"Malko"	"allegiance"
"Smitty"	"TheWatchersontheWall"	"appearedin"
"Smitty"	"Dead"	"status"
"Smitty"	"TheWall"	"death"
"Smitty"	"Night'sWatch"	"allegiance"
"SonoftheHarpy"	"The"	"appearedin"
"SonoftheHarpy"	"Dead"	"status"
"SonoftheHarpy"	"Mossador"	"death"
"SonoftheHarpy"	"Meereen"	"origin"
"SonoftheHarpy"	"SonsoftheHarpy"	"allegiance"
"SonoftheHarpy"	"Meereen"	"culture"
"Sorcerer"	"AndNowHisWatchisEnded"	"appearedin"
"Sorcerer"	"Uncertain"	"status"
"Sorcerer"	"Myr"	"origin"
"Sorcerer"	"Myr"	"culture"
"Sparringboy"	"TheWarstoCome"	"firstseen"
"Sparringboy"	"1(<ahref=\"#Appearances"	"appearedin"
"Sparringboy"	"Sam"	"alsoknownas"
"Sparringboy"	"Alive"	"status"
"Sparringboy"	"The"	"origin"
"Sparringboy"	"HouseRoyce"	"allegiance"
"Stableboy"	"ThePointyEnd"	"appearedin"
"Stableboy"	"Dead"	"status"
"Stableboy"	"AryaStark"	"death"
"Starkguard(AManWithoutHonor)"	"AManWithoutHonor"	"appearedin"
"Starkguard(AManWithoutHonor)"	"Uncertain"	"status"
"Starkguard(AManWithoutHonor)"	"HouseStark"	"allegiance"
"Starkguard(AManWithoutHonor)"	"Northmen"	"culture"
"Starkguard(FireandBlood)"	"FireandBlood"	"appearedin"
"Starkguard(FireandBlood)"	"Alive"	"status"
"Starkguard(FireandBlood)"	"HouseStark"	"allegiance"
"Starkguard(FireandBlood)"	"Northmen"	"culture"
"Starkguard(ThePointyEnd)"	"ThePointyEnd"	"appearedin"
"Starkguard(ThePointyEnd)"	"Alive"	"status"
"Starkguard(ThePointyEnd)"	"HouseStark"	"allegiance"
"Starkguard(ThePointyEnd)"	"Northmen"	"culture"
"Starkmessenger"	"The"	"appearedin"
"Starkmessenger"	"Uncertain"	"status"
"Starkmessenger"	"HouseStark"	"allegiance"
"Starkmessenger"	"Northmen"	"culture"
"Starksoldier(ValarMorghulis)"	"ValarMorghulis"	"appearedin"
"Starksoldier(ValarMorghulis)"	"Dead"	"status"
"Starksoldier(ValarMorghulis)"	"Brienne"	"death"
"Starksoldier(ValarMorghulis)"	"HouseStark"	"allegiance"
"Starksoldier(ValarMorghulis)"	"Northmen"	"culture"
"LyannaStark"	"Home"	"firstseen"
"LyannaStark"	"The"	"lastseen"
"LyannaStark"	"Dead"	"status"
"LyannaStark"	"JonSnow"	"death"
"LyannaStark"	"Winterfell"	"origin"
"LyannaStark"	"HouseStark"	"allegiance"
"LyannaStark"	"Northmen"	"culture"
"LyannaStark"	"Old"	"religion"
"LyannaStark"	"RickardStark"	"father"
"LyannaStark"	"JonSnow"	"children"
"LyannaStark"	"BenjenStark"	"siblings"
"RickardStark"	"TheDoor"	"firstseen"
"RickardStark"	"KilltheBoy"	"mentionedin"
"RickardStark"	"WardenoftheNorth"	"titles"
"RickardStark"	"Dead"	"status"
"RickardStark"	"AerysIITargaryen"	"death"
"RickardStark"	"Winterfell"	"origin"
"RickardStark"	"HouseStark"	"allegiance"
"RickardStark"	"EddardStark"	"successor"
"RickardStark"	"Northmen"	"culture"
"RickardStark"	"Old"	"religion"
"RickardStark"	"BenjenStark"	"children"
"Steffon(turnipcartdriver)"	"AGoldenCrown"	"firstseen"
"Steffon(turnipcartdriver)"	"Alive"	"status"
"Steffon(turnipcartdriver)"	"Northmen"	"culture"
"Steve"	"NoOne"	"appearedin"
"Steve"	"Dead"	"status"
"Steve"	"SandorClegane"	"death"
"Steve"	"BrotherhoodWithoutBanners"	"allegiance"
"Stiv"	"AGoldenCrown"	"appearedin"
"Stiv"	"Dead"	"status"
"Stiv"	"TheonGreyjoy"	"death"
"Stiv"	"FreeFolk"	"allegiance"
"LollysStokeworth"	"The"	"appearedin"
"LollysStokeworth"	"Mockingbird"	"mentionedin"
"LollysStokeworth"	"Alive"	"status"
"LollysStokeworth"	"CastleStokeworth"	"origin"
"LollysStokeworth"	"HouseStokeworth"	"allegiance"
"LollysStokeworth"	"Andal"	"culture"
"LollysStokeworth"	"FalyseStokeworth"	"siblings"
"SamwellStone"	"TheWarstoCome"	"firstseen"
"SamwellStone"	"1(<ahref=\"#Appearances"	"appearedin"
"SamwellStone"	"Master-at-Arms"	"titles"
"SamwellStone"	"Sam"	"alsoknownas"
"SamwellStone"	"Alive"	"status"
"SamwellStone"	"The"	"origin"
"SamwellStone"	"HouseRoyce"	"allegiance"
"Streettough2"	"The"	"appearedin"
"Streettough2"	"Alive"	"status"
"Streettough2"	"Braavos"	"origin"
"Streettough2"	"Braavos"	"culture"
"Tansy"	"TheLionandtheRose"	"appearedin"
"Tansy"	"Unbowed,Unbent,Unbroken"	"mentionedin"
"Tansy"	"Dead"	"status"
"Tansy"	"RamsayBolton"	"death"
"Tansy"	"HouseBolton"	"allegiance"
"Tansy"	"Northmen"	"culture"
"Tansy"	"RamsayBolton"	"lovers"
"Taverngirl"	"Alive"	"status"
"Theon's"	"AManWithoutHonor"	"appearedin"
"Theon's"	"Dead"	"status"
"Theon's"	"IronIslands"	"origin"
"Theon's"	"HouseGreyjoy"	"allegiance"
"Theon's"	"Ironborn"	"culture"
"Thinman"	"Thegambler"	"alsoknownas"
"Thinman"	"Alive"	"status"
"Thinman"	"Braavos"	"origin"
"Thinman"	"Braavos"	"culture"
"Thirteenmember"	"GardenofBones"	"firstseen"
"Thirteenmember"	"AManWithoutHonor"	"lastseen"
"Thirteenmember"	"Dead"	"status"
"Thirteenmember"	"PyatPree"	"death"
"Thirteenmember"	"Qarth"	"origin"
"Thirteenmember"	"TheThirteen"	"allegiance"
"Thirteenmember"	"Qarth"	"culture"
"Todder"	"YouWinorYouDie"	"firstseen"
"Todder"	"Toad"	"alsoknownas"
"Todder"	"Alive"	"status"
"Todder"	"Night'sWatch"	"allegiance"
"Tom"	"ValarMorghulis"	"appearedin"
"Tom"	"Dead"	"status"
"Tom"	"BrienneofTarth"	"death"
"Tom"	"HouseStark"	"allegiance"
"Tom"	"Northmen"	"culture"
"Tomard"	"YouWinorYouDie"	"appearedin"
"Tomard"	"Alive"	"status"
"Tomard"	"Winterfell"	"origin"
"Tomard"	"HouseStark"	"allegiance"
"Tomard"	"Northmen"	"culture"
"Tomard"	"Old"	"religion"
"Tommen'smanservant"	"The"	"appearedin"
"Tommen'smanservant"	"Alive"	"status"
"Torturedprisoner"	"GardenofBones"	"appearedin"
"Torturedprisoner"	"Dead"	"status"
"Torturedprisoner"	"TheTickler"	"death"
"Torturedslave"	"WalkofPunishment"	"appearedin"
"Torturedslave"	"Uncertain"	"status"
"Torturedslave"	"Astapor"	"origin"
"Torturedslave"	"Astapor"	"culture"
"TourneyHerald"	"TheNorthRemembers"	"appearedin"
"TourneyHerald"	"Alive"	"status"
"TourneyHerald"	"House"	"allegiance"
"Tully(sonofEdmure)"	"The"	"mentionedin"
"Tully(sonofEdmure)"	"Alive"	"status"
"Tully(sonofEdmure)"	"TheTwins"	"origin"
"Tully(sonofEdmure)"	"HouseTully"	"allegiance"
"Tully(sonofEdmure)"	"Andals"	"culture"
"Tully(sonofEdmure)"	"EdmureTully"	"father"
"Tullybannerman(NoOne)"	"NoOne"	"appearedin"
"Tullybannerman(NoOne)"	"Alive"	"status"
"Tullybannerman(NoOne)"	"Westeros"	"origin"
"Tullybannerman(NoOne)"	"HouseTully"	"allegiance"
"HosterTully"	"WalkofPunishment"	"appearedin"
"HosterTully"	"Mockingbird"	"mentionedin"
"HosterTully"	"Lord"	"titles"
"HosterTully"	"OldTully"	"alsoknownas"
"HosterTully"	"Dead"	"status"
"HosterTully"	"Riverrun"	"origin"
"HosterTully"	"HouseTully"	"allegiance"
"HosterTully"	"EdmureTully"	"successor"
"HosterTully"	"Andal"	"culture"
"HosterTully"	"EdmureTully"	"children"
"HosterTully"	"BryndenTully"	"siblings"
"Tyrellbannerman"	"BloodofMyBlood"	"appearedin"
"Tyrellbannerman"	"DestructionoftheGreat"	"status"
"Tyrellbannerman"	"Westeros"	"origin"
"Tyrellbannerman"	"HouseTyrell"	"allegiance"
"Tyrellguard(TheGift)"	"Alive"	"status"
"Tyrellguard(TheGift)"	"King'sLanding"	"origin"
"Tyrellguard(TheGift)"	"HouseTyrell"	"allegiance"
"Tyrelllady"	"AndNowHisWatchisEnded"	"firstseen"
"Tyrelllady"	"Uncertain"	"status"
"Tyrelllady"	"HouseTyrell"	"allegiance"
"Tyrellservant"	"DarkWings,DarkWords"	"appearedin"
"Tyrellservant"	"Great"	"status"
"Tyrellservant"	"HouseTyrell"	"allegiance"
"GreizhenmoUllhor"	"WalkofPunishment"	"firstseen"
"GreizhenmoUllhor"	"AndNowHisWatchisEnded"	"lastseen"
"GreizhenmoUllhor"	"GoodMaster"	"titles"
"GreizhenmoUllhor"	"Dead"	"status"
"GreizhenmoUllhor"	"DaenerysTargaryen"	"death"
"GreizhenmoUllhor"	"Astapor"	"origin"
"GreizhenmoUllhor"	"GoodMasters"	"allegiance"
"GreizhenmoUllhor"	"Astapor"	"culture"
"UnidentifiedWarlock"	"ValarDohaeris"	"appearedin"
"UnidentifiedWarlock"	"Alive"	"status"
"UnidentifiedWarlock"	"Qarth"	"origin"
"UnidentifiedWarlock"	"Warlocks"	"allegiance"
"UnidentifiedWarlock"	"Qarth"	"culture"
"Unsullied1(Oathkeeper)"	"Oathkeeper"	"firstseen"
"Unsullied1(Oathkeeper)"	"Alive"	"status"
"Unsullied1(Oathkeeper)"	"Astapor"	"origin"
"Unsullied1(Oathkeeper)"	"HouseTargaryen"	"allegiance"
"Unsullied1(ValarDohaeris)"	"ValarDohaeris"	"appearedin"
"Unsullied1(ValarDohaeris)"	"Alive"	"status"
"Unsullied1(ValarDohaeris)"	"Astapor"	"origin"
"Unsullied1(ValarDohaeris)"	"Unsullied"	"allegiance"
"Unsullied1(ValarDohaeris)"	"Astapor"	"culture"
"Valyrianslave"	"Oathkeeper"	"firstseen"
"Valyrianslave"	"Alive"	"status"
"Valyrianslave"	"Meereen"	"origin"
"Valyrianslave"	"Valyrian"	"culture"
"Varly"	"YouWinorYouDie"	"appearedin"
"Varly"	"Dead"	"status"
"Varly"	"Goldcloaks"	"death"
"Varly"	"Winterfell"	"origin"
"Varly"	"HouseStark"	"allegiance"
"Varly"	"Northmen"	"culture"
"Violet"	"Unbowed,Unbent,Unbroken"	"mentionedin"
"Violet"	"Dead"	"status"
"Violet"	"RamsayBolton"	"death"
"Violet"	"HouseBolton"	"allegiance"
"Violet"	"Northmen"	"culture"
"Violet"	"RamsayBolton"	"lovers"
"Volantenecourtesan(TheBrokenMan)"	"TheBrokenMan"	"appearedin"
"Volantenecourtesan(TheBrokenMan)"	"Volantis"	"origin"
"Volantenecourtesan(TheBrokenMan)"	"Volantis"	"culture"
"Wallen"	"AGoldenCrown"	"appearedin"
"Wallen"	"Dead"	"status"
"Wallen"	"RobbStark"	"death"
"Wallen"	"Night'sWatch"	"allegiance"
"Wallen"	"FreeFolk"	"culture"
"WaterDancer"	"The"	"appearedin"
"WaterDancer"	"Dead"	"status"
"WaterDancer"	"GreatGames"	"death"
"Weasel"	"GardenofBones"	"appearedin"
"Weasel"	"Alive"	"status"
"Weasel"	"HouseClegane"	"allegiance"
"Wendel"	"TheSwordintheDarkness"	"firstseen"
"Wendel"	"TheSwordintheDarkness"	"lastseen"
"Wendel"	"Uncertain"	"status"
"Wendel"	"Night'sWatch"	"allegiance"
"Westerositrader"	"TheBrokenMan"	"firstseen"
"Westerositrader"	"Alive"	"status"
"WhiteWalker(Oathkeeper)"	"Oathkeeper"	"appearedin"
"WhiteWalker(Oathkeeper)"	"Alive"	"status"
"WhiteWalker(Oathkeeper)"	"WhiteWalkers"	"allegiance"
"WhiteWalker(Oathkeeper)"	"WhiteWalker"	"culture"
"WhiteWalker(TheDoor)"	"TheDoor"	"firstseen"
"WhiteWalker(TheDoor)"	"WhiteWalker(TheDoor)"	"appearedin"
"WhiteWalker(TheDoor)"	"Dead"	"status"
"WhiteWalker(TheDoor)"	"MeeraReed"	"death"
"WhiteWalker(TheDoor)"	"LandsofAlwaysWinter"	"origin"
"WhiteWalker(TheDoor)"	"NightKing"	"allegiance"
"WhiteWalker(TheDoor)"	"WhiteWalkers"	"culture"
"WhiteWalker(WinterisComing)"	"Alive"	"status"
"WhiteWalker(WinterisComing)"	"WhiteWalkers"	"allegiance"
"WhiteWalker(WinterisComing)"	"WhiteWalker"	"culture"
"Whore(MotherofDragons)"	"The"	"alsoknownas"
"Whore(MotherofDragons)"	"Alive"	"status"
"Whore(MotherofDragons)"	"Volantis"	"origin"
"Whore(MotherofDragons)"	"Volantis"	"culture"
"Whore(TheCrone)"	"Alive"	"status"
"Whore(TheMaiden)"	"Alive"	"status"
"Whore(TheMother)"	"Alive"	"status"
"Whore(TheSmith)"	"Alive"	"status"
"Whore(TheStranger)"	"Alive"	"status"
"Whore(TwoSwords)"	"TwoSwords"	"appearedin"
"Whore(TwoSwords)"	"Alive"	"status"
"Whore(TwoSwords)"	"PetyrBaelish"	"allegiance"
"Wildlinggirl"	"TheLionandtheRose"	"lastseen"
"Wildlinggirl"	"Dead"	"status"
"Wildlinggirl"	"Wight"	"culture"
"Will"	"Ranger"	"titles"
"Will"	"Dead"	"status"
"Will"	"EddardStark"	"death"
"Will"	"Night'sWatch"	"allegiance"
"Willa"	"Alive"	"status"
"Willa"	"FreeFolk"	"allegiance"
"Willa"	"FreeFolk"	"culture"
"Willa"	"Old"	"religion"
"Willa"	"Karsi"	"mother"
"Willa"	"Johnna"	"siblings"
"Wineseller"	"YouWinorYouDie"	"appearedin"
"Wineseller"	"Dead"	"status"
"Wineseller"	"DaenerysTargaryen"	"death"
"Wineseller"	"Varys"	"allegiance"
"Wintertownman"	"KilltheBoy"	"appearedin"
"Wintertownman"	"Alive"	"status"
"Wintertownman"	"North"	"origin"
"Winterfellworker"	"Winterfell"	"origin"
"WoundedLannister"	"GardenofBones"	"appearedin"
"WoundedLannister"	"Alive"	"status"
"WoundedLannister"	"Lannisport"	"origin"
"WoundedLannister"	"HouseLannister"	"allegiance"
"Youngbravo"	"The"	"appearedin"
"Youngbravo"	"Alive"	"status"
"Youngbravo"	"Braavos"	"origin"
"Youngbravo"	"Braavos"	"culture"
"Yunkai'islave1"	"Mhysa"	"appearedin"
"Yunkai'islave1"	"Alive"	"status"
"Yunkai'islave1"	"Yunkai"	"origin"
"Yunkai'islave1"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave1"	"Yunkai"	"culture"
"Yunkai'islave2"	"Mhysa"	"appearedin"
"Yunkai'islave2"	"Alive"	"status"
"Yunkai'islave2"	"Yunkai"	"origin"
"Yunkai'islave2"	"DaenerysTargaryen"	"allegiance"
"Yunkai'islave2"	"Yunkai"	"culture"
